market,name,price,date
narahenpita,carrot,200,7/12/2021
narahenpita,carrot,200,10/7/2021
narahenpita,carrot,200,1/31/2023
narahenpita,carrot,200,2/1/2023
narahenpita,carrot,200,2/8/2023
narahenpita,carrot,200,2/10/2023
narahenpita,carrot,200,2/13/2023
narahenpita,carrot,200,2/21/2023
narahenpita,carrot,200,2/23/2023
narahenpita,carrot,200,3/7/2023
narahenpita,carrot,200,3/8/2023
narahenpita,carrot,200,3/9/2023
narahenpita,carrot,200,3/10/2023
narahenpita,carrot,200,3/16/2023
narahenpita,carrot,200,3/21/2023
narahenpita,carrot,200,3/28/2023
narahenpita,carrot,200,3/30/2023
narahenpita,carrot,200,4/3/2023
narahenpita,carrot,200,4/4/2023
narahenpita,carrot,200,4/11/2023
narahenpita,carrot,200,4/12/2023
narahenpita,carrot,200,4/27/2023
narahenpita,carrot,200,4/28/2023
narahenpita,carrot,200,5/3/2023
narahenpita,carrot,200,5/12/2023
narahenpita,carrot,200,9/27/2023
narahenpita,carrot,200,4/8/2024
narahenpita,carrot,200,5/15/2024
narahenpita,carrot,200,9/23/2024
narahenpita,carrot,200,9/25/2024
narahenpita,carrot,200,9/26/2024
narahenpita,carrot,200,11/29/2024
narahenpita,carrot,200,12/2/2024
narahenpita,carrot,200,12/10/2024
narahenpita,carrot,200,12/12/2024
narahenpita,carrot,200,12/16/2024
narahenpita,carrot,200,12/18/2024
narahenpita,carrot,200,12/20/2024
narahenpita,carrot,200,12/23/2024
narahenpita,carrot,200,12/24/2024
narahenpita,carrot,200,12/26/2024
narahenpita,carrot,205,3/19/2021
narahenpita,carrot,205,2/11/2022
narahenpita,carrot,205,2/21/2022
narahenpita,carrot,208,7/13/2021
narahenpita,carrot,210,12/4/2020
narahenpita,carrot,210,12/31/2020
narahenpita,carrot,215,11/18/2020
narahenpita,carrot,215,3/16/2021
narahenpita,carrot,215,3/18/2021
narahenpita,carrot,215,5/18/2021
narahenpita,carrot,215,5/19/2021
narahenpita,carrot,215,8/2/2021
narahenpita,carrot,215,8/3/2021
narahenpita,carrot,215,8/6/2021
narahenpita,carrot,215,8/9/2021
narahenpita,carrot,215,8/11/2021
narahenpita,carrot,215,10/15/2021
narahenpita,carrot,215,1/6/2022
narahenpita,carrot,215,2/8/2022
narahenpita,carrot,215,2/15/2022
narahenpita,carrot,215,2/18/2022
narahenpita,carrot,215,3/4/2022
narahenpita,carrot,215,3/11/2022
narahenpita,carrot,215,3/22/2022
narahenpita,carrot,215,3/24/2022
narahenpita,carrot,215,4/19/2022
narahenpita,carrot,220,11/13/2020
narahenpita,carrot,220,11/19/2020
narahenpita,carrot,220,9/2/2021
narahenpita,carrot,220,2/9/2023
narahenpita,carrot,220,2/14/2023
narahenpita,carrot,220,2/24/2023
narahenpita,carrot,220,4/17/2023
narahenpita,carrot,225,3/17/2021
narahenpita,carrot,225,10/13/2021
narahenpita,carrot,225,11/3/2021
narahenpita,carrot,225,3/9/2022
narahenpita,carrot,225,4/18/2022
narahenpita,carrot,225,6/30/2022
narahenpita,carrot,225,8/24/2022
narahenpita,carrot,230,11/20/2020
narahenpita,carrot,230,11/29/2021
narahenpita,carrot,230,12/13/2024
narahenpita,carrot,235,6/25/2021
narahenpita,carrot,235,7/19/2021
narahenpita,carrot,235,8/5/2021
narahenpita,carrot,235,8/20/2021
narahenpita,carrot,235,12/1/2021
narahenpita,carrot,235,1/7/2022
narahenpita,carrot,235,1/19/2022
narahenpita,carrot,235,3/2/2022
narahenpita,carrot,235,3/10/2022
narahenpita,carrot,240,8/12/2020
narahenpita,carrot,240,8/13/2020
narahenpita,carrot,240,11/16/2020
narahenpita,carrot,240,11/17/2020
narahenpita,carrot,240,11/23/2020
narahenpita,carrot,240,11/24/2020
narahenpita,carrot,240,11/27/2020
narahenpita,carrot,240,12/2/2020
narahenpita,carrot,240,12/9/2020
narahenpita,carrot,240,12/15/2020
narahenpita,carrot,240,12/28/2020
narahenpita,carrot,240,1/1/2021
narahenpita,carrot,240,1/5/2021
narahenpita,carrot,240,1/19/2021
narahenpita,carrot,240,6/23/2021
narahenpita,carrot,240,6/30/2021
narahenpita,carrot,240,7/1/2022
narahenpita,carrot,240,1/17/2023
narahenpita,carrot,240,1/18/2023
narahenpita,carrot,240,1/19/2023
narahenpita,carrot,240,1/24/2023
narahenpita,carrot,240,1/25/2023
narahenpita,carrot,240,1/26/2023
narahenpita,carrot,240,1/30/2023
narahenpita,carrot,240,2/6/2023
narahenpita,carrot,240,2/7/2023
narahenpita,carrot,240,2/15/2023
narahenpita,carrot,240,2/16/2023
narahenpita,carrot,240,2/17/2023
narahenpita,carrot,240,2/20/2023
narahenpita,carrot,240,2/22/2023
narahenpita,carrot,240,2/27/2023
narahenpita,carrot,240,2/28/2023
narahenpita,carrot,240,3/1/2023
narahenpita,carrot,240,3/2/2023
narahenpita,carrot,240,4/20/2023
narahenpita,carrot,240,4/21/2023
narahenpita,carrot,240,4/25/2023
narahenpita,carrot,240,4/26/2023
narahenpita,carrot,240,5/2/2023
narahenpita,carrot,240,5/8/2023
narahenpita,carrot,240,5/9/2023
narahenpita,carrot,240,5/10/2023
narahenpita,carrot,240,5/11/2023
narahenpita,carrot,240,9/18/2023
narahenpita,carrot,240,10/16/2023
narahenpita,carrot,240,3/20/2024
narahenpita,carrot,240,3/21/2024
narahenpita,carrot,240,3/22/2024
narahenpita,carrot,240,9/18/2024
narahenpita,carrot,240,9/19/2024
narahenpita,carrot,240,9/20/2024
narahenpita,carrot,240,11/18/2024
narahenpita,carrot,245,7/16/2021
narahenpita,carrot,245,11/2/2021
narahenpita,carrot,245,11/23/2021
narahenpita,carrot,245,12/17/2021
narahenpita,carrot,245,1/10/2022
narahenpita,carrot,250,11/25/2020
narahenpita,carrot,250,11/26/2020
narahenpita,carrot,250,10/11/2021
narahenpita,carrot,250,12/30/2024
narahenpita,carrot,250,1/1/2025
narahenpita,carrot,255,7/15/2021
narahenpita,carrot,255,7/27/2021
narahenpita,carrot,255,7/30/2021
narahenpita,carrot,255,8/13/2021
narahenpita,carrot,255,10/8/2021
narahenpita,carrot,255,11/30/2021
narahenpita,carrot,255,12/2/2021
narahenpita,carrot,255,3/3/2022
narahenpita,carrot,255,8/25/2022
narahenpita,carrot,260,11/30/2020
narahenpita,carrot,260,12/1/2020
narahenpita,carrot,260,12/3/2020
narahenpita,carrot,260,1/27/2021
narahenpita,carrot,260,9/30/2021
narahenpita,carrot,260,3/14/2022
narahenpita,carrot,260,1/20/2023
narahenpita,carrot,260,1/27/2023
narahenpita,carrot,260,3/3/2023
narahenpita,carrot,260,5/16/2023
narahenpita,carrot,265,7/22/2021
narahenpita,carrot,265,7/26/2021
narahenpita,carrot,265,8/17/2021
narahenpita,carrot,265,11/25/2021
narahenpita,carrot,265,12/21/2021
narahenpita,carrot,275,7/28/2021
narahenpita,carrot,275,8/4/2021
narahenpita,carrot,275,8/16/2021
narahenpita,carrot,275,11/9/2021
narahenpita,carrot,275,11/10/2021
narahenpita,carrot,275,12/3/2021
narahenpita,carrot,275,4/20/2022
narahenpita,carrot,275,7/6/2022
narahenpita,carrot,275,7/8/2022
narahenpita,carrot,275,7/14/2022
narahenpita,carrot,275,8/29/2022
narahenpita,carrot,275,8/30/2022
narahenpita,carrot,280,7/14/2021
narahenpita,carrot,280,8/19/2021
narahenpita,carrot,280,1/10/2023
narahenpita,carrot,280,1/12/2023
narahenpita,carrot,280,4/18/2023
narahenpita,carrot,280,4/19/2023
narahenpita,carrot,280,4/24/2023
narahenpita,carrot,280,5/15/2023
narahenpita,carrot,280,5/17/2023
narahenpita,carrot,280,9/14/2023
narahenpita,carrot,280,9/19/2023
narahenpita,carrot,280,9/22/2023
narahenpita,carrot,280,9/25/2023
narahenpita,carrot,280,9/26/2023
narahenpita,carrot,280,10/2/2023
narahenpita,carrot,280,10/10/2023
narahenpita,carrot,280,10/11/2023
narahenpita,carrot,280,10/18/2023
narahenpita,carrot,280,10/19/2023
narahenpita,carrot,280,10/20/2023
narahenpita,carrot,280,10/24/2023
narahenpita,carrot,280,3/26/2024
narahenpita,carrot,280,3/28/2024
narahenpita,carrot,280,5/8/2024
narahenpita,carrot,280,5/9/2024
narahenpita,carrot,280,5/10/2024
narahenpita,carrot,280,5/14/2024
narahenpita,carrot,280,5/16/2024
narahenpita,carrot,280,5/17/2024
narahenpita,carrot,280,5/20/2024
narahenpita,carrot,280,5/21/2024
narahenpita,carrot,280,5/22/2024
narahenpita,carrot,280,9/24/2024
narahenpita,carrot,285,1/11/2022
narahenpita,carrot,285,8/26/2022
narahenpita,carrot,295,12/9/2021
narahenpita,carrot,295,3/7/2022
narahenpita,carrot,295,7/5/2022
narahenpita,carrot,298,12/7/2021
narahenpita,carrot,300,1/20/2021
narahenpita,carrot,300,1/29/2021
narahenpita,carrot,300,1/11/2023
narahenpita,carrot,300,1/13/2023
narahenpita,carrot,300,5/29/2024
narahenpita,carrot,300,12/31/2024
narahenpita,carrot,305,6/29/2022
narahenpita,carrot,305,7/4/2022
narahenpita,carrot,305,7/12/2022
narahenpita,carrot,305,7/27/2022
narahenpita,carrot,305,8/22/2022
narahenpita,carrot,305,8/23/2022
narahenpita,carrot,310,4/12/2022
narahenpita,carrot,315,7/20/2021
narahenpita,carrot,315,11/8/2021
narahenpita,carrot,315,11/11/2021
narahenpita,carrot,315,11/24/2021
narahenpita,carrot,315,12/6/2021
narahenpita,carrot,315,12/15/2021
narahenpita,carrot,315,12/16/2021
narahenpita,carrot,315,12/20/2021
narahenpita,carrot,315,12/29/2021
narahenpita,carrot,315,1/3/2022
narahenpita,carrot,315,1/28/2022
narahenpita,carrot,315,4/11/2022
narahenpita,carrot,315,4/22/2022
narahenpita,carrot,315,4/26/2022
narahenpita,carrot,315,5/5/2022
narahenpita,carrot,320,5/21/2021
narahenpita,carrot,320,6/22/2021
narahenpita,carrot,320,7/29/2021
narahenpita,carrot,320,8/12/2021
narahenpita,carrot,320,11/12/2021
narahenpita,carrot,320,12/27/2022
narahenpita,carrot,320,1/5/2023
narahenpita,carrot,320,1/9/2023
narahenpita,carrot,320,5/19/2023
narahenpita,carrot,320,5/22/2023
narahenpita,carrot,320,5/23/2023
narahenpita,carrot,320,7/10/2023
narahenpita,carrot,320,9/11/2023
narahenpita,carrot,320,9/13/2023
narahenpita,carrot,320,9/15/2023
narahenpita,carrot,320,9/20/2023
narahenpita,carrot,320,9/21/2023
narahenpita,carrot,320,10/6/2023
narahenpita,carrot,320,10/9/2023
narahenpita,carrot,320,10/12/2023
narahenpita,carrot,320,10/17/2023
narahenpita,carrot,320,10/25/2023
narahenpita,carrot,320,10/30/2023
narahenpita,carrot,320,10/31/2023
narahenpita,carrot,320,11/21/2023
narahenpita,carrot,320,11/24/2023
narahenpita,carrot,320,4/22/2024
narahenpita,carrot,320,4/29/2024
narahenpita,carrot,320,4/30/2024
narahenpita,carrot,320,5/2/2024
narahenpita,carrot,320,5/3/2024
narahenpita,carrot,320,5/6/2024
narahenpita,carrot,320,5/7/2024
narahenpita,carrot,320,5/27/2024
narahenpita,carrot,320,5/28/2024
narahenpita,carrot,320,5/31/2024
narahenpita,carrot,320,6/3/2024
narahenpita,carrot,320,6/5/2024
narahenpita,carrot,320,6/6/2024
narahenpita,carrot,320,6/7/2024
narahenpita,carrot,320,8/27/2024
narahenpita,carrot,320,8/28/2024
narahenpita,carrot,320,9/2/2024
narahenpita,carrot,320,9/5/2024
narahenpita,carrot,320,9/6/2024
narahenpita,carrot,320,9/9/2024
narahenpita,carrot,320,9/10/2024
narahenpita,carrot,320,9/11/2024
narahenpita,carrot,320,9/12/2024
narahenpita,carrot,320,9/13/2024
narahenpita,carrot,325,12/8/2021
narahenpita,carrot,325,7/29/2022
narahenpita,carrot,330,4/15/2024
narahenpita,carrot,335,12/13/2021
narahenpita,carrot,335,12/22/2021
narahenpita,carrot,335,12/24/2021
narahenpita,carrot,335,12/27/2021
narahenpita,carrot,335,12/30/2021
narahenpita,carrot,335,1/18/2022
narahenpita,carrot,335,5/12/2022
narahenpita,carrot,340,12/31/2021
narahenpita,carrot,340,12/28/2022
narahenpita,carrot,340,10/27/2023
narahenpita,carrot,340,6/4/2024
narahenpita,carrot,345,12/23/2021
narahenpita,carrot,345,12/28/2021
narahenpita,carrot,345,1/25/2022
narahenpita,carrot,345,8/4/2022
narahenpita,carrot,345,9/1/2022
narahenpita,carrot,355,11/22/2021
narahenpita,carrot,355,7/11/2022
narahenpita,carrot,355,7/25/2022
narahenpita,carrot,355,7/26/2022
narahenpita,carrot,360,5/20/2021
narahenpita,carrot,360,7/22/2022
narahenpita,carrot,360,10/14/2022
narahenpita,carrot,360,10/21/2022
narahenpita,carrot,360,10/25/2022
narahenpita,carrot,360,10/26/2022
narahenpita,carrot,360,12/14/2022
narahenpita,carrot,360,12/15/2022
narahenpita,carrot,360,12/16/2022
narahenpita,carrot,360,12/19/2022
narahenpita,carrot,360,12/21/2022
narahenpita,carrot,360,12/22/2022
narahenpita,carrot,360,12/29/2022
narahenpita,carrot,360,12/30/2022
narahenpita,carrot,360,1/2/2023
narahenpita,carrot,360,1/3/2023
narahenpita,carrot,360,5/18/2023
narahenpita,carrot,360,5/24/2023
narahenpita,carrot,360,5/25/2023
narahenpita,carrot,360,5/26/2023
narahenpita,carrot,360,9/5/2023
narahenpita,carrot,360,9/6/2023
narahenpita,carrot,360,9/7/2023
narahenpita,carrot,360,9/12/2023
narahenpita,carrot,360,10/3/2023
narahenpita,carrot,360,10/4/2023
narahenpita,carrot,360,10/5/2023
narahenpita,carrot,360,10/13/2023
narahenpita,carrot,360,10/23/2023
narahenpita,carrot,360,10/26/2023
narahenpita,carrot,360,11/7/2023
narahenpita,carrot,360,11/9/2023
narahenpita,carrot,360,11/27/2023
narahenpita,carrot,360,11/28/2023
narahenpita,carrot,360,11/29/2023
narahenpita,carrot,360,11/30/2023
narahenpita,carrot,360,12/4/2023
narahenpita,carrot,360,3/25/2024
narahenpita,carrot,360,4/1/2024
narahenpita,carrot,360,4/2/2024
narahenpita,carrot,360,4/3/2024
narahenpita,carrot,360,4/4/2024
narahenpita,carrot,360,4/5/2024
narahenpita,carrot,360,4/9/2024
narahenpita,carrot,360,4/10/2024
narahenpita,carrot,360,4/24/2024
narahenpita,carrot,360,4/25/2024
narahenpita,carrot,360,4/26/2024
narahenpita,carrot,360,6/18/2024
narahenpita,carrot,360,8/16/2024
narahenpita,carrot,360,8/20/2024
narahenpita,carrot,360,8/21/2024
narahenpita,carrot,360,8/22/2024
narahenpita,carrot,360,8/23/2024
narahenpita,carrot,360,8/26/2024
narahenpita,carrot,360,8/29/2024
narahenpita,carrot,360,8/30/2024
narahenpita,carrot,360,9/3/2024
narahenpita,carrot,360,9/4/2024
narahenpita,carrot,365,12/14/2021
narahenpita,carrot,365,4/27/2022
narahenpita,carrot,370,1/26/2022
narahenpita,carrot,375,1/20/2022
narahenpita,carrot,375,1/21/2022
narahenpita,carrot,375,6/28/2022
narahenpita,carrot,375,7/15/2022
narahenpita,carrot,375,7/18/2022
narahenpita,carrot,375,7/20/2022
narahenpita,carrot,375,8/1/2022
narahenpita,carrot,380,10/11/2022
narahenpita,carrot,380,10/18/2022
narahenpita,carrot,380,12/13/2022
narahenpita,carrot,380,12/23/2022
narahenpita,carrot,380,6/27/2023
narahenpita,carrot,380,6/28/2023
narahenpita,carrot,380,8/31/2023
narahenpita,carrot,380,4/18/2024
narahenpita,carrot,380,4/19/2024
narahenpita,carrot,385,1/27/2022
narahenpita,carrot,385,7/21/2022
narahenpita,carrot,390,10/20/2022
narahenpita,carrot,395,1/24/2022
narahenpita,carrot,395,6/27/2022
narahenpita,carrot,395,7/28/2022
narahenpita,carrot,395,8/31/2022
narahenpita,carrot,400,8/24/2020
narahenpita,carrot,400,9/23/2022
narahenpita,carrot,400,9/26/2022
narahenpita,carrot,400,9/27/2022
narahenpita,carrot,400,9/28/2022
narahenpita,carrot,400,9/29/2022
narahenpita,carrot,400,9/30/2022
narahenpita,carrot,400,10/12/2022
narahenpita,carrot,400,10/13/2022
narahenpita,carrot,400,10/17/2022
narahenpita,carrot,400,10/19/2022
narahenpita,carrot,400,10/27/2022
narahenpita,carrot,400,10/28/2022
narahenpita,carrot,400,11/2/2022
narahenpita,carrot,400,11/4/2022
narahenpita,carrot,400,11/25/2022
narahenpita,carrot,400,12/5/2022
narahenpita,carrot,400,12/6/2022
narahenpita,carrot,400,12/9/2022
narahenpita,carrot,400,12/12/2022
narahenpita,carrot,400,12/20/2022
narahenpita,carrot,400,1/4/2023
narahenpita,carrot,400,5/31/2023
narahenpita,carrot,400,6/1/2023
narahenpita,carrot,400,6/8/2023
narahenpita,carrot,400,6/9/2023
narahenpita,carrot,400,6/14/2023
narahenpita,carrot,400,6/15/2023
narahenpita,carrot,400,6/16/2023
narahenpita,carrot,400,6/19/2023
narahenpita,carrot,400,6/21/2023
narahenpita,carrot,400,6/22/2023
narahenpita,carrot,400,6/23/2023
narahenpita,carrot,400,7/11/2023
narahenpita,carrot,400,8/21/2023
narahenpita,carrot,400,8/22/2023
narahenpita,carrot,400,9/1/2023
narahenpita,carrot,400,9/4/2023
narahenpita,carrot,400,9/8/2023
narahenpita,carrot,400,11/3/2023
narahenpita,carrot,400,11/6/2023
narahenpita,carrot,400,11/8/2023
narahenpita,carrot,400,11/22/2023
narahenpita,carrot,400,11/23/2023
narahenpita,carrot,400,12/1/2023
narahenpita,carrot,400,12/6/2023
narahenpita,carrot,400,12/7/2023
narahenpita,carrot,400,12/8/2023
narahenpita,carrot,400,12/13/2023
narahenpita,carrot,400,2/21/2024
narahenpita,carrot,400,2/22/2024
narahenpita,carrot,400,3/6/2024
narahenpita,carrot,400,3/7/2024
narahenpita,carrot,400,3/11/2024
narahenpita,carrot,400,3/12/2024
narahenpita,carrot,400,3/19/2024
narahenpita,carrot,400,3/27/2024
narahenpita,carrot,400,8/5/2024
narahenpita,carrot,400,8/6/2024
narahenpita,carrot,400,8/7/2024
narahenpita,carrot,400,8/8/2024
narahenpita,carrot,400,8/9/2024
narahenpita,carrot,400,8/15/2024
narahenpita,carrot,405,6/9/2022
narahenpita,carrot,405,8/3/2022
narahenpita,carrot,405,8/16/2022
narahenpita,carrot,405,8/17/2022
narahenpita,carrot,405,9/8/2022
narahenpita,carrot,415,11/15/2021
narahenpita,carrot,415,4/25/2022
narahenpita,carrot,415,5/4/2022
narahenpita,carrot,415,5/19/2022
narahenpita,carrot,420,9/13/2022
narahenpita,carrot,420,11/1/2022
narahenpita,carrot,420,6/6/2023
narahenpita,carrot,420,6/13/2023
narahenpita,carrot,420,11/10/2023
narahenpita,carrot,420,8/12/2024
narahenpita,carrot,420,8/13/2024
